variant,accession,date,weight
A/Ontario/RV00796/2023,WZL50785.1,2024-01-23,1.0
other,WZL50797.1,2024-02-12,1.0
other,WZL50808.1,2024-02-12,1.0
A/Singapore/NUH0526/2023,WZL50820.1,2023-11-27,1.0
other,WZL50832.1,2024-01-02,1.0
other,WZL50844.1,2024-01-10,1.0
other,WZL50856.1,2024-01-15,1.0
other,WZL50868.1,2024-01-15,1.0
other,WZL50880.1,2024-01-29,1.0
other,WZL50892.1,2024-02-01,1.0
A/Netherlands/01693/2023,WZL50904.1,2024-02-02,1.0
other,WZL50916.1,2024-02-02,1.0
other,WZL50928.1,2024-02-04,1.0
other,WZL50940.1,2024-02-06,1.0
other,WZL50951.1,2024-02-07,1.0
A/Ontario/RV00796/2023,WZL50963.1,2023-12-20,1.0
other,WZL50975.1,2023-12-21,1.0
other,WZL50987.1,2023-12-21,1.0
other,WZL50999.1,2023-12-31,1.0
other,WZL51011.1,2024-01-16,1.0
other,WZL51023.1,2024-01-17,1.0
other,WZL51035.1,2023-11-10,1.0
other,WZL51047.1,2023-11-11,1.0
other,WZL51057.1,2023-11-12,1.0
other,WZL51069.1,2023-11-12,1.0
other,WZL51081.1,2023-11-12,1.0
other,WZL51093.1,2023-11-13,1.0
other,WZL51105.1,2023-11-13,1.0
other,WZL51117.1,2023-11-14,1.0
other,WZL51129.1,2023-11-14,1.0
A/Ontario/RV00796/2023,WZL51141.1,2024-01-01,1.0
other,WZL51153.1,2024-01-01,1.0
other,WZL51165.1,2024-01-10,1.0
other,WZL51177.1,2024-01-24,1.0
A/Bangkok/P3755/2023,WZL51188.1,2023-11-08,1.0
A/Bangkok/P3755/2023,WZL51199.1,2023-11-08,1.0
other,WZL51211.1,2023-11-13,1.0
other,WZL51223.1,2023-11-13,1.0
other,WZL51235.1,2023-11-28,1.0
other,WZL51247.1,2023-12-14,1.0
other,WZL51259.1,2023-12-14,1.0
other,WZL51271.1,2023-12-21,1.0
other,WZL51283.1,2023-12-21,1.0
other,WZL51295.1,2023-12-19,1.0
other,WZL51307.1,2023-12-19,1.0
other,WZL51319.1,2024-01-01,1.0
other,WZL51331.1,2024-01-01,1.0
A/Ontario/RV00796/2023,WZL51343.1,2024-01-01,1.0
other,WZL51355.1,2024-01-12,1.0
A/Ontario/RV00796/2023,WZL51367.1,2024-01-12,1.0
A/Ontario/RV00796/2023,WZL51379.1,2024-01-12,1.0
A/Ontario/RV00796/2023,WZL51391.1,2023-11-27,1.0
other,WZL51403.1,2023-11-27,1.0
other,WZL51415.1,2023-12-18,1.0
other,WZL51427.1,2023-12-25,1.0
other,WZL51439.1,2023-12-25,1.0
other,WZL51451.1,2024-01-01,1.0
other,WZL51463.1,2024-01-02,1.0
other,WZL51475.1,2024-01-02,1.0
other,WZL51487.1,2024-01-02,1.0
other,WZL51499.1,2024-01-10,1.0
other,WZL51511.1,2024-01-11,1.0
A/Ontario/RV00796/2023,WZL51523.1,2024-01-13,1.0
other,WZL51535.1,2024-01-23,1.0
other,WZL51547.1,2023-11-05,1.0
other,WZL51559.1,2023-11-05,1.0
other,WZL51571.1,2023-11-06,1.0
other,WZL51583.1,2023-11-06,1.0
other,WZL51595.1,2023-11-26,1.0
other,WZL51607.1,2023-12-01,1.0
other,WZL51619.1,2023-12-02,1.0
A/Ontario/RV00796/2023,WZL51631.1,2023-12-03,1.0
A/Ontario/RV00796/2023,WZL51643.1,2023-12-03,1.0
A/Ontario/RV00796/2023,WZL51655.1,2023-12-05,1.0
A/Ontario/RV00796/2023,WZL51667.1,2023-12-06,1.0
A/Ontario/RV00796/2023,WZL51679.1,2023-12-12,1.0
A/Ontario/RV00796/2023,WZL51691.1,2023-12-12,1.0
A/Ontario/RV00796/2023,WZL51703.1,2023-12-13,1.0
other,WZL51715.1,2023-12-16,1.0
other,WZL51727.1,2023-12-17,1.0
other,WZL51739.1,2023-12-18,1.0
other,WZL51751.1,2023-12-26,1.0
other,WZL51763.1,2023-12-29,1.0
other,WZL51775.1,2023-12-29,1.0
other,WZL51787.1,2023-12-29,1.0
other,WZL51799.1,2023-12-29,1.0
other,WZL51811.1,2024-01-02,1.0
A/Ontario/RV00796/2023,WZL51823.1,2024-01-02,1.0
A/Ontario/RV00796/2023,WZL51835.1,2024-01-02,1.0
A/Ontario/RV00796/2023,WZL51847.1,2024-01-03,1.0
A/Ontario/RV00796/2023,WZL51859.1,2024-01-04,1.0
A/Ontario/RV00796/2023,WZL51871.1,2024-01-10,1.0
A/Ontario/RV00796/2023,WZL51883.1,2024-01-10,1.0
other,WZL51895.1,2024-01-11,1.0
other,WZL51907.1,2024-01-11,1.0
A/Ontario/RV00796/2023,WZL51919.1,2024-01-14,1.0
A/Ontario/RV00796/2023,WZL51931.1,2024-01-14,1.0
A/Ontario/RV00796/2023,WZL51943.1,2023-12-16,1.0
A/Ontario/RV00796/2023,WZL51955.1,2023-12-17,1.0
A/Ontario/RV00796/2023,WZL51967.1,2023-12-18,1.0
A/Ontario/RV00796/2023,WZL51979.1,2023-12-20,1.0
A/Ontario/RV00796/2023,WZL51991.1,2023-12-20,1.0
A/Ontario/RV00796/2023,WZL52003.1,2023-12-21,1.0
A/Ontario/RV00796/2023,WZL52015.1,2023-12-30,1.0
A/Ontario/RV00796/2023,WZL52025.1,2023-12-30,1.0
A/Ontario/RV00796/2023,WZL52037.1,2023-12-30,1.0
A/Ontario/RV00796/2023,WZL52047.1,2023-12-30,1.0
other,WZL52059.1,2024-01-22,1.0
other,WZL52071.1,2024-01-22,1.0
other,WZL52083.1,2024-01-24,1.0
A/Ontario/RV00796/2023,WZL52095.1,2024-01-28,1.0
A/Ontario/RV00796/2023,WZL52105.1,2024-01-28,1.0
other,WZL52117.1,2024-01-30,1.0
other,WZL52129.1,2024-01-30,1.0
other,WZL52141.1,2024-01-31,1.0
other,WZL52153.1,2024-01-31,1.0
other,WZL52165.1,2024-01-31,1.0
other,WZL52177.1,2024-01-31,1.0
other,WZL52189.1,2024-01-31,1.0
other,WZL52201.1,2024-02-04,1.0
A/Ontario/RV00796/2023,WZL52213.1,2024-02-13,1.0
A/Ontario/RV00796/2023,WZL52225.1,2024-02-13,1.0
other,WZL52237.1,2024-02-13,1.0
other,WZL52249.1,2024-02-13,1.0
A/Ontario/RV00796/2023,WZL52261.1,2024-02-14,1.0
other,WZL52273.1,2024-02-19,1.0
A/Ontario/RV00796/2023,WZD86504.1,2024-03-05,1.0
other,WZD86513.1,2024-03-07,1.0
other,WZD86527.1,2024-03-05,1.0
other,WZD86533.1,2024-03-07,1.0
other,WZD86551.1,2024-03-03,1.0
other,WZD86564.1,2024-03-06,1.0
other,WZD86580.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZD86591.1,2024-03-05,1.0
other,WZD86600.1,2024-03-04,1.0
other,WZD86612.1,2024-03-05,1.0
other,WZD86621.1,2024-03-08,1.0
A/Ontario/RV00796/2023,WZD86634.1,2024-03-06,1.0
A/Ontario/RV00796/2023,WZD86652.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZD86660.1,2024-03-05,1.0
other,WZD86671.1,2024-03-04,1.0
other,WZD86685.1,2024-03-07,1.0
other,WZD86700.1,2024-03-06,1.0
A/Ontario/RV00796/2023,WZD86712.1,2024-03-08,1.0
other,WZD86721.1,2024-03-07,1.0
other,WZD86734.1,2024-03-04,1.0
other,WZD86744.1,2024-03-04,1.0
other,WZD86756.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZD86771.1,2024-03-05,1.0
other,WZD86783.1,2024-03-08,1.0
other,WZD86793.1,2024-03-04,1.0
other,WZD86802.1,2024-03-04,1.0
other,WZD86809.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZD86821.1,2024-03-06,1.0
other,WZD86833.1,2024-03-04,1.0
other,WZD86855.1,2024-03-06,1.0
A/Ontario/RV00796/2023,WZD86864.1,2024-03-05,1.0
other,WZD86878.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZD86883.1,2024-03-05,1.0
other,WZD86900.1,2024-03-05,1.0
other,WZD86916.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZD86926.1,2024-03-08,1.0
other,WZD86940.1,2024-03-07,1.0
other,WZD86946.1,2024-03-06,1.0
other,WZD87752.1,2024-02-23,1.0
other,WZD87761.1,2024-02-29,1.0
other,WZD87780.1,2024-02-26,1.0
A/Ontario/RV00796/2023,WZD87784.1,2024-02-23,1.0
A/Ontario/RV00796/2023,WZD87794.1,2024-03-04,1.0
other,WZD87813.1,2024-02-26,1.0
other,WZD87824.1,2024-02-26,1.0
A/Ontario/RV00796/2023,WZD87831.1,2024-02-26,1.0
other,WZD87846.1,2024-02-26,1.0
other,WZD87861.1,2024-02-26,1.0
other,WZD87872.1,2024-03-01,1.0
other,WZD87879.1,2024-02-24,1.0
other,WZD87889.1,2024-03-01,1.0
other,WZD87910.1,2024-02-29,1.0
A/Ontario/RV00796/2023,WZD87922.1,2024-02-29,1.0
other,WZD87930.1,2024-02-26,1.0
A/Ontario/RV00796/2023,WZD87944.1,2024-02-26,1.0
other,WZD87956.1,2024-02-26,1.0
other,WZD87969.1,2024-02-26,1.0
other,WZD87981.1,2024-02-25,1.0
A/Ontario/RV00796/2023,WZD87987.1,2024-02-24,1.0
other,WZD87999.1,2024-03-02,1.0
other,WZD88011.1,2024-03-01,1.0
other,WZD88021.1,2024-02-23,1.0
other,WZD88042.1,2024-03-03,1.0
other,WZD88054.1,2024-02-25,1.0
A/Ontario/RV00796/2023,WZD88065.1,2024-02-23,1.0
A/Ontario/RV00796/2023,WZD88072.1,2024-02-26,1.0
other,WZD88088.1,2024-02-26,1.0
other,WZD88102.1,2024-02-27,1.0
other,WZE32166.1,2024-02-19,1.0
other,WZE32184.1,2024-02-22,1.0
other,WZE32193.1,2024-03-10,1.0
other,WZE32204.1,2024-03-11,1.0
A/Ontario/RV00796/2023,WZE32217.1,2024-02-21,1.0
other,WZE32226.1,2024-03-10,1.0
other,WZE32246.1,2024-02-19,1.0
other,WZE32260.1,2024-03-10,1.0
other,WZE32270.1,2024-02-08,1.0
other,WZE32283.1,2024-02-21,1.0
A/Ontario/RV00796/2023,WZE32290.1,2024-03-11,1.0
other,WZE32309.1,2024-03-09,1.0
other,WZE32317.1,2024-03-09,1.0
A/Ontario/RV00796/2023,WZE32325.1,2024-03-09,1.0
other,WZE32342.1,2024-02-09,1.0
A/Ontario/RV00796/2023,WZE32348.1,2024-03-09,1.0
A/Ontario/RV00796/2023,WZE32364.1,2024-03-10,1.0
other,WZE32373.1,2024-02-01,1.0
A/Ontario/RV00796/2023,WZE32387.1,2024-02-25,1.0
other,WZE32401.1,2024-03-08,1.0
other,WZE36146.1,2024-03-12,1.0
other,WZE36158.1,2024-02-23,1.0
other,WZE36177.1,2024-03-04,1.0
other,WZE36192.1,2024-02-23,1.0
other,WZE36197.1,2024-03-06,1.0
A/Ontario/RV00796/2023,WZE36209.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZE36228.1,2024-03-05,1.0
other,WZE36240.1,2024-03-04,1.0
other,WZE36250.1,2024-03-02,1.0
A/Ontario/RV00796/2023,WZE36260.1,2024-03-04,1.0
A/Ontario/RV00796/2023,WZE36273.1,2024-02-23,1.0
other,WZE36281.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZE36291.1,2024-02-23,1.0
A/Ontario/RV00796/2023,WZE36303.1,2024-03-04,1.0
other,WZE36319.1,2024-03-05,1.0
other,WZE36330.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZE36342.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZE36358.1,2024-03-03,1.0
other,WZE36368.1,2024-02-23,1.0
A/Ontario/RV00796/2023,WZE36376.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZE36393.1,2024-03-05,1.0
other,WZE36404.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZE36419.1,2024-03-04,1.0
other,WZE36431.1,2024-03-05,1.0
other,WZE36440.1,2024-03-04,1.0
A/Ontario/RV00796/2023,WZE36449.1,2024-03-06,1.0
other,WZE36459.1,2024-03-04,1.0
other,WZE36477.1,2024-03-04,1.0
other,WZE36487.1,2024-03-03,1.0
A/Ontario/RV00796/2023,WZE36503.1,2024-03-07,1.0
other,WZE36511.1,2024-03-04,1.0
other,WZE36517.1,2024-03-06,1.0
A/Ontario/RV00796/2023,WZE36531.1,2024-03-04,1.0
other,WZE36938.1,2024-02-23,1.0
A/Ontario/RV00796/2023,WZE36949.1,2024-03-08,1.0
other,WZE36964.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZE36976.1,2024-02-14,1.0
A/Ontario/RV00796/2023,WZE36996.1,2024-03-08,1.0
other,WZE36997.1,2024-03-07,1.0
other,WZE37013.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZE37025.1,2024-03-07,1.0
A/Ontario/RV00796/2023,WZE37043.1,2024-03-08,1.0
A/Ontario/RV00796/2023,WZE37045.1,2024-03-11,1.0
other,WZE37057.1,2024-02-28,1.0
A/Ontario/RV00796/2023,WZE37071.1,2024-03-05,1.0
A/Ontario/RV00796/2023,WZE37082.1,2024-03-08,1.0
other,WZE37096.1,2024-02-23,1.0
other,WZE37108.1,2024-03-08,1.0
other,WZE37123.1,2024-02-20,1.0
other,WZE37133.1,2024-03-07,1.0
other,WZE37149.1,2024-03-08,1.0
other,WZE37155.1,2024-03-06,1.0
other,WZE37169.1,2024-03-08,1.0
other,WZE37184.1,2024-02-13,1.0
A/Ontario/RV00796/2023,WZE37195.1,2024-03-05,1.0
other,WZE37205.1,2024-03-07,1.0
other,WZE37214.1,2024-03-09,1.0
A/Ontario/RV00796/2023,WZE37233.1,2024-02-29,1.0
other,WZE37247.1,2024-02-22,1.0
other,WZE37254.1,2024-02-16,1.0
other,WZD67177.1,2024-01-06,1.0
other,WZB35994.1,2024-02-27,1.0
other,WZB35995.1,2024-03-04,1.0
other,WZB35996.1,2024-03-06,1.0
A/Ontario/RV00796/2023,WZB35997.1,2024-03-04,1.0
other,WZB36003.1,2024-02-29,1.0
other,WZB36004.1,2024-02-29,1.0
other,WZB36007.1,2024-03-01,1.0
other,WZB36009.1,2024-02-29,1.0
other,WZB36010.1,2024-02-28,1.0
other,WZB36011.1,2024-02-29,1.0
other,WZB36012.1,2024-03-05,1.0
other,WZB36013.1,2024-02-26,1.0
other,WZB36014.1,2024-02-26,1.0
other,WZB36015.1,2024-02-29,1.0
other,WZB36016.1,2024-03-04,1.0
other,WZB36017.1,2024-03-03,1.0
A/Ontario/RV00796/2023,WZB36018.1,2024-02-26,1.0
other,WZB36019.1,2024-02-26,1.0
other,WZB36020.1,2024-02-25,1.0
other,WZB36022.1,2024-03-05,1.0
other,WZB36023.1,2024-02-12,1.0
A/Ontario/RV00796/2023,WZB36027.1,2024-02-06,1.0
other,WZB36028.1,2024-02-25,1.0
other,WYW04595.1,2024-03-02,1.0
other,WYW04603.1,2024-03-02,1.0
other,WYW04612.1,2024-03-05,1.0
other,WYV81052.1,2023-12-31,1.0
other,WYV81064.1,2023-12-30,1.0
other,WYV82203.1,2023-01-09,1.0
A/Catalonia/2041146NS/2023,WYV82219.1,2023-01-09,1.0
other,WYV82231.1,2023-01-22,1.0
other,WYV82251.1,2023-01-09,1.0
other,WYV82274.1,2023-01-13,1.0
other,WYV82286.1,2023-01-11,1.0
other,WYV82298.1,2023-01-08,1.0
A/SENDAI/45/2023,WYV82310.1,2023-01-10,1.0
other,WYK38020.1,2023-12-06,1.0
other,WYK38036.1,2023-12-06,1.0
other,WYK38066.1,2023-12-17,1.0
other,WYK38106.1,2023-12-18,1.0
other,WYK38163.1,2023-12-13,1.0
other,WYK38238.1,2023-12-21,1.0
other,WYK38312.1,2023-12-30,1.0
other,WYK38418.1,2024-01-23,1.0
other,WYK38430.1,2024-01-18,1.0
other,WYK38442.1,2024-01-16,1.0
A/Ontario/RV00796/2023,WYK38454.1,2024-01-22,1.0
A/Ontario/RV00796/2023,WYK38474.1,2024-01-20,1.0
A/Ontario/RV00796/2023,WYK38484.1,2024-01-15,1.0
other,WYK38496.1,2024-01-13,1.0
other,WYK38514.1,2024-01-13,1.0
A/Ontario/RV00796/2023,WYD63292.1,2024-02-16,1.0
other,WYD63299.1,2024-02-15,1.0
A/Ontario/RV00796/2023,WYD63318.1,2024-02-16,1.0
other,WYD63329.1,2024-02-28,1.0
other,WYD63333.1,2024-02-27,1.0
other,WYD63351.1,2024-02-21,1.0
other,WYD63358.1,2024-02-16,1.0
A/Ontario/RV00796/2023,WYD63375.1,2024-03-01,1.0
other,WYD63390.1,2024-02-21,1.0
A/Ontario/RV00796/2023,WYD63404.1,2024-02-16,1.0
other,WYD63414.1,2024-02-16,1.0
other,WYD63423.1,2024-02-21,1.0
other,WYD63431.1,2024-02-16,1.0
other,WYD63450.1,2024-03-01,1.0
other,WYD63461.1,2024-02-21,1.0
A/Ontario/RV00796/2023,WYD63474.1,2024-02-21,1.0
A/Ontario/RV00796/2023,WYD63480.1,2024-02-15,1.0
A/Ontario/RV00796/2023,WYD63499.1,2024-03-01,1.0
other,WYD63509.1,2024-03-03,1.0
other,WYD63520.1,2024-02-16,1.0
other,WYD63525.1,2024-02-16,1.0
other,WYD63540.1,2024-03-01,1.0
A/Ontario/RV00796/2023,WYD63558.1,2024-02-21,1.0
A/Ontario/RV00796/2023,WYD63563.1,2024-02-21,1.0
other,WYD63580.1,2024-02-29,1.0
A/Ontario/RV00796/2023,WYD63590.1,2024-02-16,1.0
other,WYD63599.1,2024-03-01,1.0
other,WYD63611.1,2024-03-01,1.0
other,WYD63715.1,2024-02-16,1.0
other,WYD63889.1,2024-02-29,1.0
other,WYD71891.1,2023-02-16,1.0
other,WYD71913.1,2023-12-13,1.0
other,WYD71925.1,2022-12-08,1.0
A/Finland/391/2023,WYD71935.1,2022-12-08,1.0
A/Jeju/1047/2023,WYD71945.1,2022-12-26,1.0
A/Catalonia/2041146NS/2023,WYD71954.1,2022-12-25,1.0
A/Schleswig-Holstein/4/2023,WYD71966.1,2022-12-29,1.0
other,WYD72043.1,2023-11-26,1.0
other,WYD72055.1,2023-11-26,1.0
other,WYD72084.1,2023-11-25,1.0
other,WYD72146.1,2023-12-09,1.0
other,WYD72166.1,2024-01-29,1.0
other,WYD72177.1,2024-02-01,1.0
other,WYD72189.1,2024-02-01,1.0
A/Ontario/RV00796/2023,WYD72201.1,2024-02-16,1.0
other,WYD72219.1,2024-02-20,1.0
other,WYD72236.1,2023-03-13,1.0
other,WYD72248.1,2023-03-12,1.0
other,WYD72260.1,2023-03-11,1.0
other,WYD72272.1,2023-03-16,1.0
other,WYD72282.1,2023-03-13,1.0
other,WYD72292.1,2023-03-14,1.0
other,WYD72304.1,2023-01-05,1.0
A/Catalonia/2041146NS/2023,WYD72312.1,2023-01-04,1.0
other,WYD72324.1,2022-12-21,1.0
other,WYD72344.1,2023-01-02,1.0
A/SENDAI/45/2023,WYD72351.1,2022-12-31,1.0
other,WYD72369.1,2023-12-12,1.0
other,WYD72379.1,2022-12-28,1.0
A/Catalonia/2041146NS/2023,WYD72389.1,2022-12-29,1.0
A/Jeju/1047/2023,WYD72398.1,2022-12-21,1.0
other,WYD72418.1,2024-01-25,1.0
other,WYD72436.1,2023-11-28,1.0
other,WYD72454.1,2022-12-25,1.0
A/Jeju/1047/2023,WYD72463.1,2022-12-25,1.0
other,WYD72472.1,2022-12-25,1.0
A/Jeju/1047/2023,WYD72482.1,2022-12-28,1.0
A/Jeju/1047/2023,WYD72492.1,2022-12-27,1.0
other,WYD72528.1,2023-12-08,1.0
other,WYD72539.1,2023-12-07,1.0
other,WYD72548.1,2022-12-21,1.0
other,WYD72558.1,2023-12-26,1.0
other,WYD72568.1,2023-12-26,1.0
other,WYD72601.1,2023-02-18,1.0
A/SENDAI/45/2023,WYD72635.1,2022-12-24,1.0
other,WYD72647.1,2022-12-24,1.0
other,WYD72659.1,2022-12-23,1.0
other,WYD72671.1,2022-12-22,1.0
A/SENDAI/45/2023,WYD72683.1,2022-12-25,1.0
A/Schleswig-Holstein/4/2023,WYD72695.1,2022-12-23,1.0
A/South_Dakota/22/2023,WYD72707.1,2022-12-24,1.0
other,WYD72719.1,2022-12-23,1.0
other,WYD72731.1,2022-12-24,1.0
other,WYD72743.1,2022-12-23,1.0
other,WYD72755.1,2022-12-24,1.0
other,WYD72767.1,2022-12-24,1.0
A/Jeju/1047/2023,WYD72801.1,2022-12-27,1.0
other,WYD72813.1,2022-12-26,1.0
A/Jeju/1047/2023,WYD72825.1,2022-12-26,1.0
other,WYD72947.1,2023-03-16,1.0
other,WYD72970.1,2023-01-05,1.0
other,WYD72982.1,2023-01-05,1.0
other,WYD72994.1,2023-01-05,1.0
other,WYD73006.1,2022-12-22,1.0
other,WYD73018.1,2022-12-21,1.0
other,WYD73030.1,2022-12-21,1.0
A/SENDAI/45/2023,WYD73042.1,2022-12-22,1.0
other,WYD73054.1,2023-01-05,1.0
other,WYD73066.1,2023-01-05,1.0
A/Jeju/1047/2023,WYD73078.1,2023-01-05,1.0
other,WYD73090.1,2023-01-05,1.0
other,WYD73102.1,2023-01-04,1.0
other,WYD73125.1,2023-01-05,1.0
other,WYD73137.1,2023-01-03,1.0
other,WYD73149.1,2023-01-02,1.0
other,WYD73161.1,2023-01-03,1.0
other,WYD73173.1,2023-01-02,1.0
A/Jeju/1047/2023,WYD73185.1,2022-12-30,1.0
other,WYD73219.1,2022-12-28,1.0
A/Jeju/1047/2023,WYD73231.1,2022-12-27,1.0
A/SENDAI/45/2023,WYD73243.1,2022-12-29,1.0
other,WYD73255.1,2022-12-29,1.0
other,WYD73267.1,2022-12-21,1.0
other,WYD73279.1,2022-12-22,1.0
other,WYD73291.1,2022-12-22,1.0
other,WYD73303.1,2022-12-21,1.0
other,WYD73315.1,2022-12-22,1.0
A/Jeju/1047/2023,WYD73327.1,2022-12-22,1.0
other,WYD73339.1,2022-12-21,1.0
other,WYD73351.1,2022-12-21,1.0
A/Jeju/1047/2023,WYD73440.1,2022-12-27,1.0
A/SENDAI/45/2023,WYD73452.1,2022-12-25,1.0
A/Jeju/1047/2023,WYD73475.1,2022-12-26,1.0
other,WYD73498.1,2022-12-26,1.0
other,WYD73510.1,2022-12-25,1.0
A/Jeju/1047/2023,WYD73522.1,2022-12-28,1.0
other,WYD73534.1,2022-12-28,1.0
A/Jeju/1047/2023,WYD73546.1,2022-12-29,1.0
A/Jeju/1047/2023,WYD73558.1,2022-12-28,1.0
A/SENDAI/45/2023,WYD73592.1,2022-12-21,1.0
A/Jeju/1047/2023,WYD73604.1,2022-12-21,1.0
A/Jeju/1047/2023,WYD73616.1,2023-01-17,1.0
other,WYC15907.1,2024-02-08,1.0
A/Ontario/RV00796/2023,WYC15925.1,2024-02-08,1.0
A/Ontario/RV00796/2023,WYC15933.1,2024-02-03,1.0
other,WYC15939.1,2024-02-08,1.0
other,WYC15954.1,2024-02-08,1.0
other,WYC15970.1,2024-02-05,1.0
other,WYC15982.1,2024-02-08,1.0
other,WYC15989.1,2024-02-07,1.0
other,WYC16010.1,2024-02-05,1.0
other,WYC16016.1,2024-02-09,1.0
other,WYC16034.1,2024-02-04,1.0
other,WYC16044.1,2024-02-08,1.0
other,WYC16048.1,2024-02-09,1.0
other,WYC16061.1,2024-02-12,1.0
other,WYC16081.1,2024-02-07,1.0
A/Ontario/RV00796/2023,WYC16090.1,2024-02-09,1.0
other,WYC16097.1,2024-02-08,1.0
A/Ontario/RV00796/2023,WYC16113.1,2024-02-08,1.0
other,WYC16122.1,2024-02-09,1.0
other,WYC16135.1,2024-02-08,1.0
A/Ontario/RV00796/2023,WYC16152.1,2024-02-08,1.0
other,WYC16173.1,2024-02-08,1.0
A/Ontario/RV00796/2023,WYC16179.1,2024-01-27,1.0
other,WYC16198.1,2024-02-11,1.0
A/Ontario/RV00796/2023,WYC16205.1,2024-02-05,1.0
other,WYC16671.1,2024-01-30,1.0
other,WYC16681.1,2024-01-31,1.0
other,WYC16695.1,2024-01-30,1.0
A/Ontario/RV00796/2023,WYC16701.1,2024-01-30,1.0
A/Ontario/RV00796/2023,WYC16719.1,2024-02-08,1.0
other,WYC16731.1,2024-01-30,1.0
other,WYC16740.1,2024-02-01,1.0
A/Ontario/RV00796/2023,WYC16759.1,2024-02-09,1.0
A/Ontario/RV00796/2023,WYC16764.1,2024-01-31,1.0
A/Ontario/RV00796/2023,WYC16773.1,2024-02-01,1.0
other,WYC16796.1,2024-01-30,1.0
A/Ontario/RV00796/2023,WYC16808.1,2024-02-01,1.0
other,WYC16818.1,2024-01-31,1.0
other,WYC16822.1,2024-02-01,1.0
other,WYC16833.1,2024-02-01,1.0
other,WYC16849.1,2024-01-29,1.0
A/Ontario/RV00796/2023,WYC16862.1,2024-01-31,1.0
A/Ontario/RV00796/2023,WYC16880.1,2024-02-01,1.0
A/Ontario/RV00796/2023,WYC16891.1,2024-02-01,1.0
other,WYC16894.1,2024-02-01,1.0
A/Ontario/RV00796/2023,WYC16905.1,2024-01-30,1.0
A/Ontario/RV00796/2023,WYC16927.1,2024-02-01,1.0
other,WYC16933.1,2024-01-31,1.0
other,WYC16948.1,2024-01-31,1.0
other,WYC16953.1,2024-01-30,1.0
A/Ontario/RV00796/2023,WYC16966.1,2024-02-02,1.0
other,WYC16985.1,2024-02-01,1.0
other,WYC17000.1,2024-01-31,1.0
other,WYC17010.1,2024-01-31,1.0
other,WYC17014.1,2024-02-02,1.0
other,WYC17034.1,2024-01-31,1.0
other,WYC17040.1,2024-01-30,1.0
A/Ontario/RV00796/2023,WYC17051.1,2024-01-31,1.0
other,WYC17070.1,2024-01-29,1.0
other,WYC17073.1,2024-01-31,1.0
A/Ontario/RV00796/2023,WYC17096.1,2024-01-31,1.0
A/Ontario/RV00796/2023,WYC17101.1,2024-02-01,1.0
other,WYC29127.1,2022-11-08,1.0
A/Jeju/1047/2023,WYC29135.1,2022-11-08,1.0
other,WYC29142.1,2022-11-01,1.0
other,WYC29152.1,2022-11-01,1.0
other,WYC29161.1,2022-10-31,1.0
other,WYC29170.1,2022-10-28,1.0
A/Jeju/1047/2023,WYC29177.1,2022-10-27,1.0
other,WYC29186.1,2022-11-01,1.0
other,WYC29193.1,2022-10-25,1.0
other,WYC29202.1,2022-10-24,1.0
other,WYC29209.1,2022-12-06,1.0
other,WYC29226.1,2022-11-17,1.0
other,WYC29233.1,2022-11-25,1.0
other,WYC29242.1,2022-11-22,1.0
A/Jeju/1047/2023,WYC29251.1,2022-12-15,1.0
A/Jeju/1047/2023,WYC29261.1,2022-12-07,1.0
other,WYC29273.1,2022-12-03,1.0
A/Jeju/1047/2023,WYC29285.1,2022-12-02,1.0
A/Jeju/1047/2023,WYC29297.1,2022-12-06,1.0
A/Jeju/1047/2023,WYC29309.1,2022-12-09,1.0
other,WGU98355.1,2023-03-06,1.0
other,WGU98367.1,2023-03-06,1.0
other,WGU98379.1,2023-03-06,1.0
other,WGU98391.1,2022-09-19,1.0
other,WGU98403.1,2023-03-16,1.0
other,WGU98415.1,2023-03-16,1.0
other,WGU98427.1,2022-09-22,1.0
other,WGU98439.1,2022-09-08,1.0
other,WGU98451.1,2022-09-08,1.0
other,WGU98463.1,2022-09-08,1.0
other,WXT95203.1,2023-07-31,1.0
other,WXT95213.1,2023-08-02,1.0
other,WXT95224.1,2023-10-12,1.0
other,WXT95244.1,2023-12-29,1.0
other,WXT95255.1,2024-01-08,1.0
other,WXT95267.1,2024-01-12,1.0
other,WXT95279.1,2024-01-15,1.0
other,WXT95290.1,2023-10-30,1.0
other,WXT95302.1,2023-11-03,1.0
other,WFP52537.1,2022-12-22,1.0
other,WFP52547.1,2022-12-31,1.0
other,WFP52565.1,2023-01-13,1.0
other,WFP52597.1,2022-12-27,1.0
